order,r,omega,omega_ratio,amplitude,amplitude_ratio
3,46.75,0.5909044528091059,1.0995370310477253,5.7820250793793075,0.5782025079379307
3,47.0,0.5914780937500363,1.1006044446610086,5.809799296040032,0.5809799296040032
3,47.25,0.5920547941093184,1.1016775511468957,5.837523181443959,0.583752318144396
3,47.5,0.5926345538869521,1.1027563505053872,5.8651964678716375,0.5865196467871637
3,47.75,0.5932173730829373,1.1038408427364828,5.892818887603619,0.5892818887603619
3,48.0,0.5938032516972742,1.1049310278401825,5.920390172920445,0.5920390172920446
3,48.25,0.5943921897299628,1.1060269058164867,5.947910056102672,0.5947910056102672
3,48.5,0.594984187181003,1.1071284766653948,5.975378269430845,0.5975378269430844
3,48.75,0.5955792440503948,1.108235740386907,6.002794545185514,0.6002794545185515
3,49.0,0.5961773603381383,1.1093486969810238,6.030158615647229,0.603015861564723
3,49.25,0.5967785360442333,1.1104673464477444,6.057470213096536,0.6057470213096536
3,49.5,0.59738277116868,1.1115916887870692,6.084729069813988,0.6084729069813988
3,49.75,0.5979900657114783,1.1127217239989982,6.111934918080129,0.6111934918080129
3,50.0,0.5986004196726283,1.1138574520835316,6.139087490175513,0.6139087490175512
3,50.25,0.5992138330521298,1.1149988730406688,6.166186518380686,0.6166186518380685
3,50.5,0.5998303058499831,1.1161459868704104,6.193231734976196,0.6193231734976197
3,50.75,0.6004498380661879,1.1172987935727563,6.220222872242596,0.6220222872242596
3,51.0,0.6010724297007444,1.1184572931477061,6.247159662460431,0.6247159662460431
3,51.25,0.6016980807536525,1.1196214855952604,6.274041837910252,0.6274041837910251
3,51.5,0.6023267912249122,1.1207913709154185,6.300869130872605,0.6300869130872605
3,51.75,0.6029585611145236,1.1219669491081812,6.3276412736280445,0.6327641273628044
3,52.0,0.6035933904224866,1.1231482201735479,6.3543579984571155,0.6354357998457115
3,52.25,0.6042312791488011,1.1243351841115186,6.3810190376403675,0.6381019037640367
3,52.5,0.6048722272934675,1.1255278409220937,6.4076241234583495,0.640762412345835
3,52.75,0.6055162348564853,1.1267261906052728,6.4341729881916105,0.6434172988191611
3,53.0,0.6061633018378548,1.1279302331610561,6.4606653641207,0.64606653641207
3,53.25,0.6068134282375759,1.1291399685894434,6.487100983526166,0.6487100983526166
3,53.5,0.6074666140556487,1.1303553968904354,6.513479578688559,0.6513479578688559
3,53.75,0.6081228592920731,1.1315765180640311,6.539800881888425,0.6539800881888425
3,54.0,0.6087821639468491,1.1328033321102313,6.566064625406315,0.6566064625406315
