order,r,omega,omega_ratio,tilt_deg
5,2.266028337831882,159.30337024090764,1.000033570440714,1.9569502091232942
5,2.304435597795134,159.30355289425964,1.0000347170547716,1.9901276527505571
5,2.342842857758386,159.30373860649988,1.0000358828711282,2.023305539839672
5,2.3812501177216387,159.3039273770826,1.0000370678863575,2.0564838777787755
5,2.419657377684891,159.30411920545302,1.0000382720969772,2.0896626739558624
5,2.458064637648143,159.30431409104722,1.000039495499447,2.1228419357587835
5,2.496471897611395,159.3045120332924,1.0000407380901712,2.156021670575235
5,2.5348791575746477,159.30471303160667,1.0000419998654968,2.1892018857927695
5,2.5732864175378998,159.3049170853991,1.0000432808217143,2.222382588798785
5,2.611693677501152,159.30512419406978,1.000044580955058,2.25556378698052
5,2.650100937464404,159.30533435700974,1.000045900261705,2.2887454877250586
5,2.6885081974276566,159.30554757360105,1.000047238737776,2.321927698419327
5,2.7269154573909087,159.30576384321668,1.0000485963793346,2.355110426450085
5,2.765322717354161,159.30598316522062,1.0000499731823889,2.3882936792039295
5,2.803729977317413,159.30620553896787,1.0000513691428892,2.421477464067287
5,2.8421372372806655,159.3064309638044,1.0000527842567302,2.454661788426423
5,2.8805444972439176,159.306659439067,1.0000542185197483,2.487846659667421
5,2.9189517572071697,159.30689096408372,1.0000556719277256,2.5210320851761963
5,2.9573590171704223,159.30712553817335,1.0000571444763857,2.554218072338486
5,2.9957662771336744,159.30736316064582,1.0000586361613966,2.5874046285398484
5,3.0341735370969265,159.3076038308019,1.0000601469783685,2.6205917611656586
5,3.0725807970601786,159.3078475479334,1.0000616769228565,2.6537794776011117
5,3.110988057023431,159.3080943113232,1.0000632259903581,2.6869677852312153
5,3.1493953169866833,159.308344120245,1.0000647941763146,2.7201566914407844
5,3.1878025769499354,159.30859697396357,1.00006638147611,2.75334620361445
5,3.2262098369131875,159.30885287173464,1.000067987885072,2.7865363291366463
5,3.26461709687644,159.30911181280493,1.0000696133984726,2.819727075391612
5,3.303024356839692,159.30937379641213,1.0000712580115256,2.852918449763386
5,3.3414316168029443,159.30963882178492,1.0000729217193893,2.8861104596358116
5,3.3798388767661964,159.30990688814288,1.000074604517165,2.919303112392528
